Year,Round,EventName,LapNumber,TrackStatus
2020,4,British Grand Prix,51.0,1
2020,4,British Grand Prix,52.0,1
2020,4,British Grand Prix,47.0,12
2020,4,British Grand Prix,48.0,21
2020,4,British Grand Prix,12.0,12
2020,4,British Grand Prix,13.0,24
2020,4,British Grand Prix,1.0,12
2020,4,British Grand Prix,2.0,24
2020,4,British Grand Prix,48.0,1
2020,5,70th Anniversary Grand Prix,1.0,12
2020,5,70th Anniversary Grand Prix,2.0,1
2020,5,70th Anniversary Grand Prix,3.0,1
2020,5,70th Anniversary Grand Prix,4.0,1
2020,5,70th Anniversary Grand Prix,5.0,1
2020,5,70th Anniversary Grand Prix,6.0,1
2020,5,70th Anniversary Grand Prix,7.0,1
2020,5,70th Anniversary Grand Prix,8.0,1
2020,5,70th Anniversary Grand Prix,9.0,1
2020,5,70th Anniversary Grand Prix,10.0,1
2020,5,70th Anniversary Grand Prix,11.0,1
2020,5,70th Anniversary Grand Prix,12.0,1
2020,5,70th Anniversary Grand Prix,13.0,1
2020,5,70th Anniversary Grand Prix,14.0,1
2020,5,70th Anniversary Grand Prix,15.0,1
2020,5,70th Anniversary Grand Prix,16.0,1
2020,5,70th Anniversary Grand Prix,17.0,1
2020,5,70th Anniversary Grand Prix,18.0,1
2020,5,70th Anniversary Grand Prix,19.0,1
2020,5,70th Anniversary Grand Prix,20.0,1
2020,5,70th Anniversary Grand Prix,21.0,1
2020,5,70th Anniversary Grand Prix,22.0,1
2020,5,70th Anniversary Grand Prix,23.0,1
2020,5,70th Anniversary Grand Prix,24.0,1
2020,5,70th Anniversary Grand Prix,25.0,1
2020,5,70th Anniversary Grand Prix,26.0,1
2020,5,70th Anniversary Grand Prix,27.0,1
2020,5,70th Anniversary Grand Prix,28.0,1
2020,5,70th Anniversary Grand Prix,29.0,1
2020,5,70th Anniversary Grand Prix,30.0,1
2020,5,70th Anniversary Grand Prix,31.0,12
2020,5,70th Anniversary Grand Prix,32.0,1
2020,5,70th Anniversary Grand Prix,33.0,1
2020,5,70th Anniversary Grand Prix,34.0,1
2020,5,70th Anniversary Grand Prix,35.0,1
2020,5,70th Anniversary Grand Prix,36.0,1
2020,5,70th Anniversary Grand Prix,37.0,1
2020,5,70th Anniversary Grand Prix,38.0,1
2020,5,70th Anniversary Grand Prix,39.0,1
2020,5,70th Anniversary Grand Prix,40.0,1
2020,5,70th Anniversary Grand Prix,41.0,1
2020,5,70th Anniversary Grand Prix,42.0,1
2020,5,70th Anniversary Grand Prix,43.0,1
2020,5,70th Anniversary Grand Prix,44.0,1
2020,5,70th Anniversary Grand Prix,45.0,1
2020,5,70th Anniversary Grand Prix,46.0,1
2020,5,70th Anniversary Grand Prix,47.0,1
2020,5,70th Anniversary Grand Prix,48.0,1
2020,5,70th Anniversary Grand Prix,49.0,1
2020,5,70th Anniversary Grand Prix,50.0,1
2020,5,70th Anniversary Grand Prix,51.0,1
2020,5,70th Anniversary Grand Prix,52.0,1
2020,5,70th Anniversary Grand Prix,30.0,12
2020,5,70th Anniversary Grand Prix,31.0,1
2020,5,70th Anniversary Grand Prix,31.0,21
2020,6,Spanish Grand Prix,1.0,1
2020,6,Spanish Grand Prix,2.0,1
2020,6,Spanish Grand Prix,3.0,1
2020,6,Spanish Grand Prix,4.0,1
2020,6,Spanish Grand Prix,5.0,1
2020,6,Spanish Grand Prix,6.0,1
2020,6,Spanish Grand Prix,7.0,1
2020,6,Spanish Grand Prix,8.0,1
2020,6,Spanish Grand Prix,9.0,1
2020,6,Spanish Grand Prix,10.0,1
2020,6,Spanish Grand Prix,11.0,1
2020,6,Spanish Grand Prix,12.0,1
2020,6,Spanish Grand Prix,13.0,1
2020,6,Spanish Grand Prix,14.0,1
2020,6,Spanish Grand Prix,15.0,1
2020,6,Spanish Grand Prix,16.0,1
2020,6,Spanish Grand Prix,17.0,1
2020,6,Spanish Grand Prix,18.0,1
2020,6,Spanish Grand Prix,19.0,1
2020,6,Spanish Grand Prix,20.0,1
2020,6,Spanish Grand Prix,21.0,1
2020,6,Spanish Grand Prix,22.0,1
2020,6,Spanish Grand Prix,23.0,1
2020,6,Spanish Grand Prix,24.0,1
2020,6,Spanish Grand Prix,25.0,1
2020,6,Spanish Grand Prix,26.0,1
2020,6,Spanish Grand Prix,27.0,1
2020,6,Spanish Grand Prix,28.0,1
2020,6,Spanish Grand Prix,29.0,1
2020,6,Spanish Grand Prix,30.0,1
2020,6,Spanish Grand Prix,31.0,1
2020,6,Spanish Grand Prix,32.0,1
2020,6,Spanish Grand Prix,33.0,1
2020,6,Spanish Grand Prix,34.0,1
2020,6,Spanish Grand Prix,35.0,1
2020,6,Spanish Grand Prix,36.0,1
