Year,Round,EventName,LapNumber,Overtaker,OvertakerNumber,OvertakerTeam,PositionBefore,PositionAfter,Overtaken,OvertakenNumber,OvertakenTeam,SessionTime,SameLapWindowStart,SameLapWindowEnd,PitInfluenceFlag,DNFInfluenceFlag,IsTeammate,Is_DRS_Active,RelativeDistance,Throttle_Drop_Index,Brake_Pressure_Delta,TeamOrderConfidence,Vmin_Deviation,OffTrack_Flag,Lockup_Flag,LocalYellowFlag,OffTrackConfidence
2024,9,Canadian Grand Prix,66,RIC,3,RB,10,9,TSU,22,RB,0 days 01:44:50.784000,0 days 01:43:34.961000,0 days 01:44:50.784000,False,False,True,False,0.4592197289639086,47.25000192,100.0,0.867,,False,False,True,0.1
2024,17,Azerbaijan Grand Prix,50,BEA,50,Haas F1 Team,13,10,HUL,27,Haas F1 Team,0 days 02:26:40.013000,0 days 02:24:52.755000,0 days 02:26:40.013000,False,False,True,False,0.45381920486268434,2.0,302.0,0.52,-23.91,False,True,True,0.3
2024,21,São Paulo Grand Prix,46,NOR,4,McLaren,7,6,PIA,81,McLaren,0 days 02:47:30.384000,0 days 02:46:07.278000,0 days 02:47:30.384000,False,False,True,False,0.5406400674908505,2.6666666666666643,492.0,0.56,,False,False,False,
