Year,Round,EventName,LapNumber,Overtaker,OvertakerNumber,OvertakerTeam,PositionBefore,PositionAfter,Overtaken,OvertakenNumber,OvertakenTeam,SessionTime,SameLapWindowStart,SameLapWindowEnd,PitInfluenceFlag,DNFInfluenceFlag,IsTeammate,Is_DRS_Active,RelativeDistance,Throttle_Drop_Index,Brake_Pressure_Delta,TeamOrderConfidence,Vmin_Deviation,OffTrack_Flag,Lockup_Flag,LocalYellowFlag,OffTrackConfidence
2018,9,Austrian Grand Prix,70,LEC,16,Sauber,10,9,ERI,9,Sauber,0 days 01:27:31.963000,0 days 01:26:24.521000,0 days 01:27:31.963000,False,False,True,0.0,0.5060521498781767,32.0,,0.6,,False,False,False,
2018,9,Austrian Grand Prix,70,OCO,31,Force India,7,6,PER,11,Force India,0 days 01:27:31.963000,0 days 01:26:24.521000,0 days 01:27:31.963000,False,False,True,0.0,0.5061513044621728,22.0,250.0,1.0,,False,True,False,0.2
