Year,Round,EventName,LapNumber,Overtaker,OvertakerNumber,OvertakerTeam,PositionBefore,PositionAfter,Overtaken,OvertakenNumber,OvertakenTeam,SessionTime,SameLapWindowStart,SameLapWindowEnd,PitInfluenceFlag,DNFInfluenceFlag,IsTeammate,Is_DRS_Active,RelativeDistance,Throttle_Drop_Index,Brake_Pressure_Delta,TeamOrderConfidence,Vmin_Deviation,OffTrack_Flag,Lockup_Flag,LocalYellowFlag,OffTrackConfidence
2021,1,Bahrain Grand Prix,4.0,GIO,99,Alfa Romeo Racing,12.0,10.0,RAI,7,Alfa Romeo Racing,0 days 00:45:53.121000,0 days 00:44:08.778000,0 days 00:45:53.121000,False,False,True,False,0.5182531653018028,0.0,150.0,0.4,,False,True,True,0.3
2021,1,Bahrain Grand Prix,4.0,RUS,63,Williams,16.0,14.0,TSU,22,AlphaTauri,0 days 00:45:53.121000,0 days 00:44:08.778000,0 days 00:45:53.121000,False,False,False,False,0.529196320099528,0.0,260.0,0.4,,False,True,True,0.3
2021,1,Bahrain Grand Prix,5.0,RUS,63,Williams,14.0,13.0,VET,5,Aston Martin,0 days 00:47:37.750000,0 days 00:45:53.121000,0 days 00:47:37.750000,False,False,False,False,0.4708147341920161,1.0,459.99999999999994,0.46,,False,True,False,0.2
2021,1,Bahrain Grand Prix,6.0,BOT,77,Mercedes,4.0,3.0,LEC,16,Ferrari,0 days 00:49:13.732000,0 days 00:47:37.750000,0 days 00:49:13.732000,False,False,False,False,0.49652007543134646,0.0,300.0,0.4,,False,True,False,0.2
2021,1,Bahrain Grand Prix,6.0,PER,11,Red Bull Racing,15.0,14.0,RUS,63,Williams,0 days 00:49:13.732000,0 days 00:47:37.750000,0 days 00:49:13.732000,False,False,False,False,0.47716364602890665,0.0,146.00000000000003,0.389,,False,True,False,0.2
2021,1,Bahrain Grand Prix,6.0,VET,5,Aston Martin,14.0,13.0,RUS,63,Williams,0 days 00:49:13.732000,0 days 00:47:37.750000,0 days 00:49:13.732000,False,False,False,False,0.48656517628612606,0.0,124.0,0.331,,False,True,False,0.2
2021,1,Bahrain Grand Prix,7.0,TSU,22,AlphaTauri,16.0,15.0,RUS,63,Williams,0 days 00:50:49.634000,0 days 00:49:13.732000,0 days 00:50:49.634000,False,False,False,False,0.48955911953816345,0.0,34.00000000000003,0.091,,False,False,False,
2021,1,Bahrain Grand Prix,8.0,PER,11,Red Bull Racing,14.0,13.0,VET,5,Aston Martin,0 days 00:52:25.666000,0 days 00:50:49.634000,0 days 00:52:25.666000,False,False,False,False,0.48721580553864385,1.0,235.0,0.46,,False,True,False,0.2
2021,1,Bahrain Grand Prix,9.0,NOR,4,McLaren,5.0,4.0,LEC,16,Ferrari,0 days 00:54:01.678000,0 days 00:52:25.666000,0 days 00:54:01.678000,False,False,False,True,0.48904305726761915,0.0,219.99999999999997,0.4,,False,True,False,0.2
2021,1,Bahrain Grand Prix,9.0,STR,18,Aston Martin,8.0,7.0,ALO,14,Alpine,0 days 00:54:01.678000,0 days 00:52:25.666000,0 days 00:54:01.678000,False,False,False,False,0.4885118049586843,0.0,223.99999999999997,0.4,,False,True,False,0.2
