Year,Round,EventName,LapNumber,Overtaker,OvertakerNumber,OvertakerTeam,PositionBefore,PositionAfter,Overtaken,OvertakenNumber,OvertakenTeam,SessionTime,SameLapWindowStart,SameLapWindowEnd,PitInfluenceFlag,DNFInfluenceFlag,IsTeammate,Is_DRS_Active,RelativeDistance,Throttle_Drop_Index,Brake_Pressure_Delta,TeamOrderConfidence,Vmin_Deviation,OffTrack_Flag,Lockup_Flag,LocalYellowFlag,OffTrackConfidence
2022,1,Bahrain Grand Prix,2,STR,18,Aston Martin,17,16,NOR,4,McLaren,0 days 01:05:52.027000,0 days 01:04:14.174000,0 days 01:05:52.027000,False,False,False,False,0.48654927577838397,1.5,267.0,0.49,,False,True,False,0.2
2022,1,Bahrain Grand Prix,2,ZHO,24,Alfa Romeo,19,18,LAT,6,Williams,0 days 01:05:52.027000,0 days 01:04:14.174000,0 days 01:05:52.027000,False,False,False,False,0.4886788356087263,0.0,320.0,0.4,,False,True,False,0.2
2022,1,Bahrain Grand Prix,3,PER,11,Red Bull Racing,6,5,MAG,20,Haas F1 Team,0 days 01:07:30.299000,0 days 01:05:52.027000,0 days 01:07:30.299000,False,False,False,False,0.4845954717757056,0.0,249.0,0.4,,False,True,False,0.2
2022,1,Bahrain Grand Prix,3,ZHO,24,Alfa Romeo,18,17,NOR,4,McLaren,0 days 01:07:30.299000,0 days 01:05:52.027000,0 days 01:07:30.299000,False,False,False,False,0.48639403848961826,2.0,8.000000000000007,0.141,,False,False,False,
2022,1,Bahrain Grand Prix,4,ZHO,24,Alfa Romeo,17,16,STR,18,Aston Martin,0 days 01:09:08.713000,0 days 01:07:30.299000,0 days 01:09:08.713000,False,False,False,False,0.4872088203738185,0.0,100.0,0.267,,False,False,False,
2022,1,Bahrain Grand Prix,5,RUS,63,Mercedes,7,6,MAG,20,Haas F1 Team,0 days 01:10:47.184000,0 days 01:09:08.713000,0 days 01:10:47.184000,False,False,False,False,0.4895551253412562,0.0,199.99999999999994,0.4,,False,True,False,0.2
2022,1,Bahrain Grand Prix,5,TSU,22,AlphaTauri,12,11,ALB,23,Williams,0 days 01:10:47.184000,0 days 01:09:08.713000,0 days 01:10:47.184000,False,False,False,False,0.48920625565831766,0.0,350.0,0.4,,False,False,False,
2022,1,Bahrain Grand Prix,5,ZHO,24,Alfa Romeo,16,15,HUL,27,Aston Martin,0 days 01:10:47.184000,0 days 01:09:08.713000,0 days 01:10:47.184000,False,False,False,True,0.48814134955370325,0.0,50.00000000000001,0.133,,False,True,False,0.2
2022,1,Bahrain Grand Prix,6,BOT,77,Alfa Romeo,14,13,MSC,47,Haas F1 Team,0 days 01:12:25.896000,0 days 01:10:47.184000,0 days 01:12:25.896000,False,False,False,False,0.48788075766805233,0.0,68.0,0.181,,False,False,False,
2022,1,Bahrain Grand Prix,6,RIC,3,McLaren,20,19,LAT,6,Williams,0 days 01:12:25.896000,0 days 01:10:47.184000,0 days 01:12:25.896000,False,False,False,True,0.4896656364947735,1.0,60.0,0.22,,False,True,False,0.2
2022,1,Bahrain Grand Prix,7,LAT,6,Williams,20,19,RIC,3,McLaren,0 days 01:14:04.731000,0 days 01:12:25.896000,0 days 01:14:04.731000,False,False,False,False,0.48507196277141396,1.0,388.99999999999994,0.46,,False,True,False,0.2
2022,1,Bahrain Grand Prix,7,ZHO,24,Alfa Romeo,15,14,MSC,47,Haas F1 Team,0 days 01:14:04.731000,0 days 01:12:25.896000,0 days 01:14:04.731000,False,False,False,False,0.48785461728323665,0.0,200.0,0.4,,False,True,False,0.2
2022,1,Bahrain Grand Prix,8,BOT,77,Alfa Romeo,13,12,ALB,23,Williams,0 days 01:15:43.682000,0 days 01:14:04.731000,0 days 01:15:43.682000,False,False,False,True,0.48260824348101494,0.0,91.0,0.243,,False,False,False,
2022,1,Bahrain Grand Prix,8,OCO,31,Alpine,10,9,ALO,14,Alpine,0 days 01:15:43.682000,0 days 01:14:04.731000,0 days 01:15:43.682000,False,False,True,False,0.48805610493647456,0.0,110.0,0.293,,False,True,False,0.2
