Year,Round,EventName,LapNumber,Overtaker,OvertakerNumber,OvertakerTeam,PositionBefore,PositionAfter,Overtaken,OvertakenNumber,OvertakenTeam,SessionTime,SameLapWindowStart,SameLapWindowEnd,PitInfluenceFlag,DNFInfluenceFlag,IsTeammate,Is_DRS_Active,RelativeDistance,Throttle_Drop_Index,Brake_Pressure_Delta,TeamOrderConfidence,Vmin_Deviation,OffTrack_Flag,Lockup_Flag,LocalYellowFlag,OffTrackConfidence
2022,18,Japanese Grand Prix,23,STR,18,Aston Martin,14,13,BOT,77,Alfa Romeo,0 days 03:55:19.275000,0 days 03:53:31.624000,0 days 03:55:19.275000,False,False,False,False,0.5013743058028901,29.0,,0.6,,True,True,False,0.5
