Year,Round,EventName,LapNumber,Overtaker,OvertakerNumber,OvertakerTeam,PositionBefore,PositionAfter,Overtaken,OvertakenNumber,OvertakenTeam,SessionTime,SameLapWindowStart,SameLapWindowEnd,PitInfluenceFlag,DNFInfluenceFlag,IsTeammate,Is_DRS_Active,RelativeDistance,Throttle_Drop_Index,Brake_Pressure_Delta,TeamOrderConfidence,Vmin_Deviation,OffTrack_Flag,Lockup_Flag,LocalYellowFlag,OffTrackConfidence
2023,1,Bahrain Grand Prix,45,ALO,14,Aston Martin,4,3,SAI,55,Ferrari,0 days 02:17:10.965000,0 days 02:15:33.950000,0 days 02:17:10.965000,False,False,False,False,0.48438386742362877,0.0,220.0,0.4,,False,True,False,0.2
2023,1,Bahrain Grand Prix,47,SAR,2,Williams,13,12,ZHO,24,Alfa Romeo,0 days 02:20:24.675000,0 days 02:18:47.666000,0 days 02:20:24.675000,False,False,False,False,0.48760014812378294,0.0,180.00000000000006,0.4,,False,False,False,
2023,1,Bahrain Grand Prix,51,MAG,20,Haas F1 Team,15,14,DEV,21,AlphaTauri,0 days 02:26:53.232000,0 days 02:25:15.805000,0 days 02:26:53.232000,False,False,False,False,0.486735919599041,0.0,61.00000000000006,0.163,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,2,SAR,2,Williams,20,17,DEV,21,AlphaTauri,0 days 01:06:03.214000,0 days 01:04:27.647000,0 days 01:06:03.214000,False,False,False,False,0.4486140387305202,0.0,339.99999999999994,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,4,PER,11,Red Bull Racing,2,1,ALO,14,Aston Martin,0 days 01:09:14.439000,0 days 01:07:38.354000,0 days 01:09:14.439000,False,False,False,False,0.4644527208551466,1.0,260.0,0.46,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,4,VER,1,Red Bull Racing,13,12,HUL,27,Haas F1 Team,0 days 01:09:14.439000,0 days 01:07:38.354000,0 days 01:09:14.439000,False,False,False,False,0.45977600960189036,0.0,289.0,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,5,VER,1,Red Bull Racing,12,11,MAG,20,Haas F1 Team,0 days 01:10:49.312000,0 days 01:09:14.439000,0 days 01:10:49.312000,False,False,False,False,0.46690276341338555,0.0,400.0,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,6,HUL,27,Haas F1 Team,13,12,MAG,20,Haas F1 Team,0 days 01:12:23.933000,0 days 01:10:49.312000,0 days 01:12:23.933000,False,False,True,False,0.46274442277543315,0.0,438.99999999999994,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,7,LEC,16,Ferrari,9,8,GAS,10,Alpine,0 days 01:13:58.210000,0 days 01:12:23.933000,0 days 01:13:58.210000,False,False,False,True,0.45829775673988915,0.0,121.0,0.323,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,8,ALB,23,Williams,16,15,BOT,77,Alfa Romeo,0 days 01:15:32.687000,0 days 01:13:58.210000,0 days 01:15:32.687000,False,False,False,False,0.46007863053090003,0.0,20.000000000000018,0.053,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,8,DEV,21,AlphaTauri,18,17,SAR,2,Williams,0 days 01:15:32.687000,0 days 01:13:58.210000,0 days 01:15:32.687000,False,False,False,False,0.45882665325455324,0.0,439.99999999999994,0.4,,False,False,False,
2023,2,Saudi Arabian Grand Prix,8,VER,1,Red Bull Racing,11,10,ZHO,24,Alfa Romeo,0 days 01:15:32.687000,0 days 01:13:58.210000,0 days 01:15:32.687000,False,False,False,False,0.4634017602264724,0.0,20.000000000000018,0.053,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,9,LEC,16,Ferrari,8,7,HAM,44,Mercedes,0 days 01:17:06.942000,0 days 01:15:32.687000,0 days 01:17:06.942000,False,False,False,False,0.4664780814412508,0.0,2.0000000000000018,0.005,,False,False,False,
2023,2,Saudi Arabian Grand Prix,9,VER,1,Red Bull Racing,10,9,GAS,10,Alpine,0 days 01:17:06.942000,0 days 01:15:32.687000,0 days 01:17:06.942000,False,False,False,True,0.46241521192649826,0.0,298.0,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,12,VER,1,Red Bull Racing,9,8,HAM,44,Mercedes,0 days 01:21:49.283000,0 days 01:20:15.123000,0 days 01:21:49.283000,False,False,False,False,0.46575338153711204,0.0,49.99999999999997,0.133,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,13,LEC,16,Ferrari,7,6,OCO,31,Alpine,0 days 01:23:23.546000,0 days 01:21:49.283000,0 days 01:23:23.546000,False,False,False,False,0.468103620295381,0.0,480.0,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,14,VER,1,Red Bull Racing,8,6,OCO,31,Alpine,0 days 01:24:57.955000,0 days 01:23:23.546000,0 days 01:24:57.955000,False,False,False,False,0.467180761774583,0.0,319.99999999999994,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,21,HUL,27,Haas F1 Team,13,12,ALB,23,Williams,0 days 01:39:13.536000,0 days 01:37:38.979000,0 days 01:39:13.536000,False,False,False,False,0.45378838923000897,0.0,200.0,0.4,,False,False,False,
2023,2,Saudi Arabian Grand Prix,21,SAR,2,Williams,15,14,DEV,21,AlphaTauri,0 days 01:39:13.536000,0 days 01:37:38.979000,0 days 01:39:13.536000,False,False,False,False,0.4577890735723803,0.0,260.0,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,21,ZHO,24,Alfa Romeo,17,16,PIA,81,McLaren,0 days 01:39:13.536000,0 days 01:37:38.979000,0 days 01:39:13.536000,False,False,False,False,0.4554650469724971,1.0,0.0,0.06,,False,False,False,
2023,2,Saudi Arabian Grand Prix,22,HAM,44,Mercedes,6,5,SAI,55,Ferrari,0 days 01:40:47.431000,0 days 01:39:13.536000,0 days 01:40:47.431000,False,False,False,False,0.4617957706974637,1.0,360.0,0.46,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,22,NOR,4,McLaren,19,18,BOT,77,Alfa Romeo,0 days 01:40:47.431000,0 days 01:39:13.536000,0 days 01:40:47.431000,False,False,False,False,0.45801370868306146,1.0,291.0,0.46,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,23,VER,1,Red Bull Racing,4,3,RUS,63,Mercedes,0 days 01:42:20.895000,0 days 01:40:47.431000,0 days 01:42:20.895000,False,False,False,False,0.46168674329585724,0.0,199.99999999999994,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,23,ZHO,24,Alfa Romeo,16,15,DEV,21,AlphaTauri,0 days 01:42:20.895000,0 days 01:40:47.431000,0 days 01:42:20.895000,False,False,False,False,0.4601163005176894,0.0,150.00000000000003,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,24,OCO,31,Alpine,9,8,TSU,22,AlphaTauri,0 days 01:43:54.335000,0 days 01:42:20.895000,0 days 01:43:54.335000,False,False,False,False,0.47055894105044904,0.0,300.00000000000006,0.4,,False,False,False,
2023,2,Saudi Arabian Grand Prix,25,GAS,10,Alpine,10,9,TSU,22,AlphaTauri,0 days 01:45:27.761000,0 days 01:43:54.335000,0 days 01:45:27.761000,False,False,False,False,0.4677675454345468,0.0,18.000000000000014,0.048,,False,False,False,
2023,2,Saudi Arabian Grand Prix,25,NOR,4,McLaren,18,17,PIA,81,McLaren,0 days 01:45:27.761000,0 days 01:43:54.335000,0 days 01:45:27.761000,False,False,True,False,0.46606568696321127,0.125,240.0,0.408,,False,False,False,
2023,2,Saudi Arabian Grand Prix,25,VER,1,Red Bull Racing,3,2,ALO,14,Aston Martin,0 days 01:45:27.761000,0 days 01:43:54.335000,0 days 01:45:27.761000,False,False,False,False,0.4698792253654729,1.0,240.0,0.46,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,26,SAR,2,Williams,14,13,ALB,23,Williams,0 days 01:47:00.833000,0 days 01:45:27.761000,0 days 01:47:00.833000,False,False,True,True,0.45759456318764147,0.0,398.0,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,26,ZHO,24,Alfa Romeo,15,14,ALB,23,Williams,0 days 01:47:00.833000,0 days 01:45:27.761000,0 days 01:47:00.833000,False,False,False,False,0.46263325744474715,0.0,329.0,0.4,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,38,ZHO,24,Alfa Romeo,14,13,SAR,2,Williams,0 days 02:05:31.895000,0 days 02:03:59.707000,0 days 02:05:31.895000,False,False,False,False,0.46729969690905043,0.0,80.0,0.213,,False,False,False,
2023,2,Saudi Arabian Grand Prix,41,DEV,21,AlphaTauri,15,14,SAR,2,Williams,0 days 02:10:10.552000,0 days 02:08:37.915000,0 days 02:10:10.552000,False,False,False,False,0.46190320865729095,0.0,100.0,0.267,,False,False,False,
2023,2,Saudi Arabian Grand Prix,41,NOR,4,McLaren,16,15,SAR,2,Williams,0 days 02:10:10.552000,0 days 02:08:37.915000,0 days 02:10:10.552000,False,False,False,True,0.4623119238216415,1.0,,0.06,,False,False,False,
2023,2,Saudi Arabian Grand Prix,42,SAR,2,Williams,16,15,NOR,4,McLaren,0 days 02:11:42.787000,0 days 02:10:10.552000,0 days 02:11:42.787000,False,False,False,False,0.46015785638761686,1.0,99.99999999999997,0.327,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,44,PIA,81,McLaren,17,16,NOR,4,McLaren,0 days 02:14:47.362000,0 days 02:13:15.095000,0 days 02:14:47.362000,False,False,True,False,0.4580567582834336,1.0,79.99999999999996,0.273,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,45,MAG,20,Haas F1 Team,11,10,TSU,22,AlphaTauri,0 days 02:16:19.781000,0 days 02:14:47.362000,0 days 02:16:19.781000,False,False,False,False,0.4650707016879698,0.0,54.00000000000005,0.144,,False,False,False,
2023,2,Saudi Arabian Grand Prix,45,NOR,4,McLaren,17,16,PIA,81,McLaren,0 days 02:16:19.781000,0 days 02:14:47.362000,0 days 02:16:19.781000,False,False,True,True,0.4635699935365539,1.0,200.0,0.46,,False,True,False,0.2
2023,2,Saudi Arabian Grand Prix,48,PIA,81,McLaren,17,16,NOR,4,McLaren,0 days 02:20:58.684000,0 days 02:19:25.609000,0 days 02:20:58.684000,False,False,True,False,0.4618338087038048,0.22500020479989757,389.0,0.414,,False,False,False,
2023,2,Saudi Arabian Grand Prix,50,PIA,81,McLaren,16,15,SAR,2,Williams,0 days 02:24:05.681000,0 days 02:22:31.990000,0 days 02:24:05.681000,False,False,False,False,0.472234357318112,1.0,190.99999999999994,0.46,,False,True,False,0.2
2023,3,Australian Grand Prix,6,PER,11,Red Bull Racing,17,16,ZHO,24,Alfa Romeo,0 days 01:12:29.696000,0 days 01:11:06.537000,0 days 01:12:29.696000,False,False,False,False,0.5020594348449008,0.0,418.00000000000006,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,11,SAI,55,Ferrari,10,9,NOR,4,McLaren,0 days 01:38:38.952000,0 days 01:37:15.162000,0 days 01:38:38.952000,False,False,False,False,0.5028999866480224,2.0,40.0,0.227,,False,True,False,0.2
2023,3,Australian Grand Prix,12,SAI,55,Ferrari,9,8,TSU,22,AlphaTauri,0 days 01:40:01.457000,0 days 01:38:38.952000,0 days 01:40:01.457000,False,False,False,False,0.5065008279253116,0.0,200.0,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,12,VER,1,Red Bull Racing,2,1,HAM,44,Mercedes,0 days 01:40:01.457000,0 days 01:38:38.952000,0 days 01:40:01.457000,False,False,False,False,0.5011091646093504,0.0,46.0,0.123,,False,True,False,0.2
2023,3,Australian Grand Prix,13,PER,11,Red Bull Racing,16,15,SAR,2,Williams,0 days 01:41:24.743000,0 days 01:40:01.457000,0 days 01:41:24.743000,False,False,False,False,0.5044415055861888,0.0,340.0,0.4,,False,False,False,
2023,3,Australian Grand Prix,13,RUS,63,Mercedes,5,4,GAS,10,Alpine,0 days 01:41:24.743000,0 days 01:40:01.457000,0 days 01:41:24.743000,False,False,False,False,0.5089256244264269,0.0,6.000000000000005,0.016,,False,True,False,0.2
2023,3,Australian Grand Prix,14,NOR,4,McLaren,10,9,TSU,22,AlphaTauri,0 days 01:42:47.612000,0 days 01:41:24.743000,0 days 01:42:47.612000,False,False,False,True,0.505270900394571,1.0,104.0,0.337,,False,False,False,
2023,3,Australian Grand Prix,14,SAI,55,Ferrari,8,7,HUL,27,Haas F1 Team,0 days 01:42:47.612000,0 days 01:41:24.743000,0 days 01:42:47.612000,False,False,False,True,0.5039768168154005,0.0,100.00000000000001,0.267,,False,True,False,0.2
2023,3,Australian Grand Prix,15,PER,11,Red Bull Racing,15,14,MAG,20,Haas F1 Team,0 days 01:44:10.429000,0 days 01:42:47.612000,0 days 01:44:10.429000,False,False,False,True,0.5091952285491546,1.0,289.0,0.46,,False,True,False,0.2
2023,3,Australian Grand Prix,15,SAI,55,Ferrari,7,6,STR,18,Aston Martin,0 days 01:44:10.429000,0 days 01:42:47.612000,0 days 01:44:10.429000,False,False,False,True,0.5048350264614989,0.5000012800000064,250.0,0.43,,False,True,False,0.2
2023,3,Australian Grand Prix,16,OCO,31,Alpine,13,12,ZHO,24,Alfa Romeo,0 days 01:45:33.028000,0 days 01:44:10.429000,0 days 01:45:33.028000,False,False,False,False,0.49504719688667775,0.0,413.0,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,16,PER,11,Red Bull Racing,14,13,ZHO,24,Alfa Romeo,0 days 01:45:33.028000,0 days 01:44:10.429000,0 days 01:45:33.028000,False,False,False,False,0.5044478400554274,0.0,73.0,0.195,,False,True,False,0.2
2023,3,Australian Grand Prix,17,GAS,10,Alpine,5,4,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,False,0.510025273334686,0.0,28.000000000000025,0.075,,False,True,False,0.2
2023,3,Australian Grand Prix,17,HUL,27,Haas F1 Team,8,7,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,False,0.5090969305697641,0.0,148.00000000000003,0.395,,False,True,False,0.2
2023,3,Australian Grand Prix,17,NOR,4,McLaren,9,8,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,False,0.5074918200582096,1.0,,0.06,,False,True,False,0.2
2023,3,Australian Grand Prix,17,OCO,31,Alpine,12,11,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,False,0.5061672628063807,0.0,452.0,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,17,PER,11,Red Bull Racing,13,12,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,True,0.5048309824804351,0.0,,,,False,True,False,0.2
2023,3,Australian Grand Prix,17,PIA,81,McLaren,11,10,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,False,0.508679343713618,2.0,392.0,0.52,,False,True,False,0.2
2023,3,Australian Grand Prix,17,SAI,55,Ferrari,6,5,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,False,0.5086546173744391,0.0,8.000000000000007,0.021,,False,True,False,0.2
2023,3,Australian Grand Prix,17,STR,18,Aston Martin,7,6,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,False,0.5051548122199897,1.0,421.00000000000006,0.46,,False,True,False,0.2
2023,3,Australian Grand Prix,17,TSU,22,AlphaTauri,10,9,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,False,0.5068199289640941,0.0,310.0,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,17,ZHO,24,Alfa Romeo,14,13,RUS,63,Mercedes,0 days 01:46:55.623000,0 days 01:45:33.028000,0 days 01:46:55.623000,False,False,False,True,0.5028550403768125,0.0,,,,False,True,False,0.2
2023,3,Australian Grand Prix,18,BOT,77,Alfa Romeo,18,16,DEV,21,AlphaTauri,0 days 01:48:35.938000,0 days 01:46:55.623000,0 days 01:48:35.938000,False,False,False,False,0.5155033954024029,1.1666666666666665,439.99999999999994,0.47,,False,True,True,0.3
2023,3,Australian Grand Prix,20,DEV,21,AlphaTauri,17,16,BOT,77,Alfa Romeo,0 days 01:51:42.077000,0 days 01:50:19.688000,0 days 01:51:42.077000,False,False,False,True,0.5135216743788045,0.0,240.0,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,21,PER,11,Red Bull Racing,12,11,OCO,31,Alpine,0 days 01:53:04.187000,0 days 01:51:42.077000,0 days 01:53:04.187000,False,False,False,False,0.5133353003401127,0.0,160.00000000000003,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,22,PER,11,Red Bull Racing,11,10,PIA,81,McLaren,0 days 01:54:26.456000,0 days 01:53:04.187000,0 days 01:54:26.456000,False,False,False,False,0.5026256052603167,2.0,50.00000000000003,0.253,,False,False,False,
2023,3,Australian Grand Prix,23,PER,11,Red Bull Racing,10,9,TSU,22,AlphaTauri,0 days 01:55:48.649000,0 days 01:54:26.456000,0 days 01:55:48.649000,False,False,False,False,0.498081912526819,0.0,251.0,0.4,,False,False,False,
2023,3,Australian Grand Prix,25,SAI,55,Ferrari,5,4,GAS,10,Alpine,0 days 01:58:32.596000,0 days 01:57:10.492000,0 days 01:58:32.596000,False,False,False,False,0.500547267319452,0.0,29.0,0.077,,False,True,False,0.2
2023,3,Australian Grand Prix,26,OCO,31,Alpine,12,11,PIA,81,McLaren,0 days 01:59:54.568000,0 days 01:58:32.596000,0 days 01:59:54.568000,False,False,False,False,0.50633194050801,2.0,110.0,0.413,,False,False,False,
2023,3,Australian Grand Prix,27,BOT,77,Alfa Romeo,17,16,DEV,21,AlphaTauri,0 days 02:01:16.492000,0 days 01:59:54.568000,0 days 02:01:16.492000,False,False,False,False,0.4990415257935687,0.0,99.99999999999997,0.267,,False,True,False,0.2
2023,3,Australian Grand Prix,27,OCO,31,Alpine,11,10,TSU,22,AlphaTauri,0 days 02:01:16.492000,0 days 01:59:54.568000,0 days 02:01:16.492000,False,False,False,False,0.4987731784280001,0.0,20.000000000000018,0.053,,False,False,False,
2023,3,Australian Grand Prix,29,PIA,81,McLaren,12,11,TSU,22,AlphaTauri,0 days 02:04:00.190000,0 days 02:02:38.418000,0 days 02:04:00.190000,False,False,False,False,0.49782133568080467,2.0,79.99999999999996,0.333,,False,True,False,0.2
2023,3,Australian Grand Prix,35,BOT,77,Alfa Romeo,16,15,SAR,2,Williams,0 days 02:12:11.622000,0 days 02:10:49.941000,0 days 02:12:11.622000,False,False,False,False,0.5084157357237403,0.0,300.00000000000006,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,35,MAG,20,Haas F1 Team,14,13,TSU,22,AlphaTauri,0 days 02:12:11.622000,0 days 02:10:49.941000,0 days 02:12:11.622000,False,False,False,False,0.49498781403820047,1.0,210.99999999999997,0.46,,False,True,False,0.2
2023,3,Australian Grand Prix,35,ZHO,24,Alfa Romeo,13,12,TSU,22,AlphaTauri,0 days 02:12:11.622000,0 days 02:10:49.941000,0 days 02:12:11.622000,False,False,False,False,0.5051202316498424,0.0,300.0,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,36,MAG,20,Haas F1 Team,13,12,ZHO,24,Alfa Romeo,0 days 02:13:33.354000,0 days 02:12:11.622000,0 days 02:13:33.354000,False,False,False,False,0.5074436686850616,1.0,140.0,0.433,,False,True,False,0.2
2023,3,Australian Grand Prix,43,PER,11,Red Bull Racing,9,8,NOR,4,McLaren,0 days 02:23:02.032000,0 days 02:21:40.866000,0 days 02:23:02.032000,False,False,False,False,0.505722331895944,1.0,0.0,0.06,,False,False,False,
2023,3,Australian Grand Prix,44,PER,11,Red Bull Racing,8,7,HUL,27,Haas F1 Team,0 days 02:24:23.121000,0 days 02:23:02.032000,0 days 02:24:23.121000,False,False,False,False,0.5050395718735909,0.0,220.99999999999997,0.4,,False,True,False,0.2
2023,3,Australian Grand Prix,51,NOR,4,McLaren,9,8,HUL,27,Haas F1 Team,0 days 02:33:51.256000,0 days 02:32:30.624000,0 days 02:33:51.256000,False,False,False,True,0.5091193432996513,1.0,220.0,0.46,,False,True,False,0.2
2023,4,Azerbaijan Grand Prix,3,VER,1,Red Bull Racing,2,1,LEC,16,Ferrari,0 days 01:08:27.841000,0 days 01:06:39.766000,0 days 01:08:27.841000,False,False,False,False,0.4364558551236211,0.0,300.0,0.4,,False,True,False,0.2
2023,4,Azerbaijan Grand Prix,6,PER,11,Red Bull Racing,3,2,LEC,16,Ferrari,0 days 01:13:49.627000,0 days 01:12:02.425000,0 days 01:13:49.627000,False,False,False,False,0.4378940736848995,0.0,19.0,0.051,,False,True,False,0.2
2023,4,Azerbaijan Grand Prix,14,ALB,23,Williams,15,14,ZHO,24,Alfa Romeo,0 days 01:30:48.412000,0 days 01:29:02.614000,0 days 01:30:48.412000,False,False,False,False,0.4251820948135211,0.0,300.00000000000006,0.4,,False,False,False,
2023,4,Azerbaijan Grand Prix,14,ALO,14,Aston Martin,5,4,SAI,55,Ferrari,0 days 01:30:48.412000,0 days 01:29:02.614000,0 days 01:30:48.412000,False,False,False,False,0.4279713223725533,0.0,262.0,0.4,,False,True,False,0.2
2023,4,Azerbaijan Grand Prix,14,GAS,10,Alpine,16,15,ZHO,24,Alfa Romeo,0 days 01:30:48.412000,0 days 01:29:02.614000,0 days 01:30:48.412000,False,False,False,False,0.4252289493205863,0.0,263.0,0.4,,False,False,False,
2023,4,Azerbaijan Grand Prix,14,HAM,44,Mercedes,10,8,HUL,27,Haas F1 Team,0 days 01:30:48.412000,0 days 01:29:02.614000,0 days 01:30:48.412000,False,False,False,False,0.4293917727151413,0.0,350.0,0.4,,False,True,False,0.2
2023,4,Azerbaijan Grand Prix,14,HAM,44,Mercedes,10,8,OCO,31,Alpine,0 days 01:30:48.412000,0 days 01:29:02.614000,0 days 01:30:48.412000,False,False,False,False,0.4293917727151413,0.0,300.0,0.4,,False,True,False,0.2
2023,4,Azerbaijan Grand Prix,14,STR,18,Aston Martin,7,6,RUS,63,Mercedes,0 days 01:30:48.412000,0 days 01:29:02.614000,0 days 01:30:48.412000,False,False,False,False,0.4282877238422592,0.0,0.0,,,False,True,False,0.2
2023,4,Azerbaijan Grand Prix,14,VER,1,Red Bull Racing,3,2,LEC,16,Ferrari,0 days 01:30:48.412000,0 days 01:29:02.614000,0 days 01:30:48.412000,False,False,False,False,0.4375269483080153,0.0,242.0,0.4,,False,True,False,0.2
