Year,Round,EventName,LapNumber,Overtaker,OvertakerNumber,OvertakerTeam,PositionBefore,PositionAfter,Overtaken,OvertakenNumber,OvertakenTeam,SessionTime,SameLapWindowStart,SameLapWindowEnd,PitInfluenceFlag,DNFInfluenceFlag,IsTeammate,Is_DRS_Active,RelativeDistance,Throttle_Drop_Index,Brake_Pressure_Delta,TeamOrderConfidence,Vmin_Deviation,OffTrack_Flag,Lockup_Flag,LocalYellowFlag,OffTrackConfidence
2024,1,Bahrain Grand Prix,2,SAR,2,Williams,15,14,RIC,3,RB,0 days 01:03:13.785000,0 days 01:01:37.489000,0 days 01:03:13.785000,False,False,False,False,0.48813867772623826,0.0,150.0,0.4,,False,False,False,
2024,1,Bahrain Grand Prix,3,NOR,4,McLaren,7,6,ALO,14,Aston Martin,0 days 01:04:50.538000,0 days 01:03:13.785000,0 days 01:04:50.538000,False,False,False,False,0.489598201705166,0.0,50.00000000000003,0.133,,False,False,False,
2024,1,Bahrain Grand Prix,3,RUS,63,Mercedes,3,2,LEC,16,Ferrari,0 days 01:04:50.538000,0 days 01:03:13.785000,0 days 01:04:50.538000,False,False,False,True,0.48891072898291454,1.0,160.0,0.46,,False,True,False,0.2
2024,1,Bahrain Grand Prix,5,PIA,81,McLaren,8,7,ALO,14,Aston Martin,0 days 01:08:04.358000,0 days 01:06:27.185000,0 days 01:08:04.358000,False,False,False,True,0.48864971714377836,0.0,372.0,0.4,,False,True,False,0.2
2024,1,Bahrain Grand Prix,5,STR,18,Aston Martin,19,18,BOT,77,Kick Sauber,0 days 01:08:04.358000,0 days 01:06:27.185000,0 days 01:08:04.358000,False,False,False,False,0.4849612380079856,1.0,250.0,0.46,,False,True,False,0.2
2024,1,Bahrain Grand Prix,7,PER,11,Red Bull Racing,4,3,LEC,16,Ferrari,0 days 01:11:18.488000,0 days 01:09:41.450000,0 days 01:11:18.488000,False,False,False,False,0.4864102867989035,0.0,277.99999999999994,0.4,,False,True,False,0.2
2024,1,Bahrain Grand Prix,10,HAM,44,Mercedes,9,8,ALO,14,Aston Martin,0 days 01:16:09.701000,0 days 01:14:32.741000,0 days 01:16:09.701000,False,False,False,False,0.4879496102182897,1.0,0.0,0.06,,False,False,True,0.1
2024,1,Bahrain Grand Prix,17,SAI,55,Ferrari,5,4,LEC,16,Ferrari,0 days 01:27:31.964000,0 days 01:25:52.068000,0 days 01:27:31.964000,False,False,True,False,0.48893013648400446,1.0,350.0,0.46,,False,True,False,0.2
2024,1,Bahrain Grand Prix,17,TSU,22,RB,12,11,STR,18,Aston Martin,0 days 01:27:31.964000,0 days 01:25:52.068000,0 days 01:27:31.964000,False,False,False,True,0.4866762297321392,1.0,361.0,0.46,,False,False,False,
2024,1,Bahrain Grand Prix,18,SAI,55,Ferrari,4,3,RUS,63,Mercedes,0 days 01:29:29.818000,0 days 01:27:31.964000,0 days 01:29:29.818000,False,False,False,False,0.4868654044607164,0.0,45.0,0.12,,False,True,False,0.2
